organ,source,target,sum_extraction_sites_number
3d-vh-f-lung,VH_F_hilum_upper_R,VH_F_right_posterior_bronchus,0
3d-vh-f-lung,VH_F_right_inferior_lobar_bronchus,VH_F_right_lateral_basal_bronchus,0
3d-vh-f-lung,VH_F_right_anterior_bronchopulmonary_segm,VH_F_right_apical_bronchopulmonary_segment,0
3d-vh-f-lung,VH_F_right_posterior_bronchopulmonary_segment,VH_F_right_superior_bronchopulmonary_segment,0
3d-vh-f-lung,VH_F_left_anterior_bronchopulmonary_segment,VH_F_left_posterior_bronchopulmonary_segment,0
3d-vh-f-lung,VH_F_lingula_inferior_bronchopulmonary_segment,VH_F_lingula_superior_bronchopulmonary_segment,0
3d-vh-f-lung,VH_F_hilum_upper_L,VH_F_left_lingula_superior_bronchus,0
3d-vh-f-lung,VH_F_left_anterior_bronchopulmonary_segment,VH_F_left_superior_bronchopulmonary_segment,0
3d-vh-f-lung,VH_F_right_apical_bronchus,VH_F_right_posterior_bronchus,0
3d-vh-m-eye-l,VH_M_ciliary_body_L,VH_M_suspensory_ligament_of_lens_L,0
3d-allen-m-brain,Allen_angular_gyrus_L,Allen_superior_occipital_gyrus_L,0
3d-vh-m-eye-l,VH_M_fovea_L,VH_M_macula_lutea_L,0
3d-vh-f-eye-l,VH_F_ciliary_body_L,VH_F_retina_L,0
3d-vh-f-eye-l,VH_F_suspensory_ligament_of_lens_L,VH_F_vitreous_humor_L,0
3d-vh-f-eye-l,VH_F_optic_choroid_L,VH_F_suspensory_ligament_of_lens_L,0
3d-vh-f-eye-l,VH_F_ciliary_muscle_L,VH_F_ciliary_processes_L,0
3d-vh-f-eye-l,VH_F_fovea_L,VH_F_vitreous_humor_L,0
3d-vh-f-eye-l,VH_F_optic_choroid_L,VH_F_ora_serrata_of_retina_L,0
3d-vh-f-eye-l,VH_F_ciliary_muscle_L,VH_F_sclera_L,0
3d-vh-f-eye-l,VH_F_ciliary_processes_L,VH_F_vitreous_humor_L,0
3d-vh-f-eye-l,VH_F_ciliary_muscle_L,VH_F_optic_choroid_L,0
3d-vh-f-eye-l,VH_F_aqueous_humor_L,VH_F_ciliary_muscle_L,0
3d-vh-f-eye-l,VH_F_ciliary_body_L,VH_F_iris_L,0
3d-vh-f-eye-l,VH_F_bulbar_conjunctiva_L,VH_F_sclera_L,0
3d-vh-f-eye-l,VH_F_macula_lutea_L,VH_F_vitreous_humor_L,0
3d-vh-f-eye-l,VH_F_optic_choroid_L,VH_F_sclera_L,0
3d-vh-f-eye-l,VH_F_corneo_scleral_junction_L,VH_F_sclera_L,0
3d-vh-f-eye-l,VH_F_optic_choroid_L,VH_F_retina_L,0
3d-vh-f-eye-l,VH_F_cornea_L,VH_F_sclera_L,0
3d-vh-f-eye-l,VH_F_ciliary_processes_L,VH_F_suspensory_ligament_of_lens_L,0
3d-vh-f-eye-l,VH_F_ciliary_muscle_L,VH_F_iris_L,0
3d-vh-f-eye-l,VH_F_optic_disc_L,VH_F_retina_L,0
3d-vh-f-eye-l,VH_F_iris_L,VH_F_trabecular_meshwork_L,0
3d-vh-f-thymus,VH_F_thymus_lobe_L,VH_F_thymus_lobe_R,0
3d-vh-f-placenta-full-term,VH_F_chorionic_plate,VH_F_placenta_vessels,0
3d-vh-f-placenta-full-term,VH_F_umbilical_cord,VH_F_umbilical_vein,0
3d-vh-f-eye-l,VH_F_sclera_L,VH_F_trabecular_meshwork_L,0
3d-vh-f-eye-l,VH_F_retina_L,VH_F_sclera_L,0
3d-vh-f-eye-l,VH_F_aqueous_humor_L,VH_F_pupil_L,0
3d-vh-f-eye-l,VH_F_aqueous_humor_L,VH_F_ciliary_body_L,0
3d-vh-f-eye-l,VH_F_iris_L,VH_F_lens_L,0
3d-vh-f-eye-l,VH_F_ciliary_body_L,VH_F_suspensory_ligament_of_lens_L,0
3d-vh-f-eye-l,VH_F_schlemms_canal_L,VH_F_trabecular_meshwork_L,0
3d-vh-f-eye-l,VH_F_ora_serrata_of_retina_L,VH_F_vitreous_humor_L,0
3d-vh-f-eye-l,VH_F_ciliary_body_L,VH_F_ora_serrata_of_retina_L,0
3d-vh-f-eye-l,VH_F_cornea_L,VH_F_corneo_scleral_junction_L,0
3d-vh-f-eye-l,VH_F_ciliary_body_L,VH_F_vitreous_humor_L,0
3d-vh-f-eye-l,VH_F_ciliary_muscle_L,VH_F_trabecular_meshwork_L,0
3d-vh-f-eye-l,VH_F_aqueous_humor_L,VH_F_trabecular_meshwork_L,0
3d-vh-f-eye-l,VH_F_aqueous_humor_L,VH_F_cornea_L,0
3d-vh-f-eye-l,VH_F_retina_L,VH_F_vitreous_humor_L,0
3d-vh-f-eye-l,VH_F_fovea_L,VH_F_macula_lutea_L,0
3d-vh-f-eye-l,VH_F_aqueous_humor_L,VH_F_schlemms_canal_L,0
3d-vh-f-eye-l,VH_F_ciliary_muscle_L,VH_F_suspensory_ligament_of_lens_L,0
3d-vh-f-eye-l,VH_F_lens_L,VH_F_suspensory_ligament_of_lens_L,0
3d-vh-f-eye-l,VH_F_aqueous_humor_L,VH_F_lens_L,0
3d-vh-f-eye-l,VH_F_ciliary_body_L,VH_F_ciliary_processes_L,0
3d-vh-f-eye-l,VH_F_optic_choroid_L,VH_F_optic_disc_L,0
3d-vh-f-eye-l,VH_F_ciliary_muscle_L,VH_F_ora_serrata_of_retina_L,0
3d-vh-f-eye-l,VH_F_ora_serrata_of_retina_L,VH_F_retina_L,0
3d-vh-f-eye-l,VH_F_lens_L,VH_F_vitreous_humor_L,0
3d-vh-f-eye-l,VH_F_ciliary_body_L,VH_F_ciliary_muscle_L,0
3d-vh-f-eye-l,VH_F_ciliary_body_L,VH_F_optic_choroid_L,0
3d-vh-f-placenta-full-term,VH_F_amnion,VH_F_umbilical_cord,0
3d-vh-f-placenta-full-term,VH_F_umbilical_artery_1,VH_F_umbilical_vein,0
3d-vh-f-placenta-full-term,VH_F_umbilical_artery_2,VH_F_umbilical_vein,0
3d-vh-f-placenta-full-term,VH_F_umbilical_artery_1,VH_F_umbilical_artery_2,0
3d-nih-m-lymph-node,Yao_blood_vasculature,Yao_medulla_of_lymph_node,0
3d-nih-m-lymph-node,Yao_blood_vasculature,Yao_paracortex,0
3d-nih-m-lymph-node,Yao_blood_vasculature,Yao_capsule_of_lymph_node,0
3d-nih-m-lymph-node,Yao_capsule_of_lymph_node,Yao_efferent_lymph_node,0
3d-nih-m-lymph-node,Yao_blood_vasculature,Yao_efferent_lymph_node,0
3d-nih-m-lymph-node,Yao_medulla_of_lymph_node,Yao_paracortex,0
3d-vh-f-ureter-l,VH_F_minor_calyx_L_f,VH_F_minor_calyx_L_g,0
3d-vh-f-ureter-l,VH_F_major_calyx_L_b,VH_F_major_calyx_L_c,0
3d-vh-f-ureter-l,VH_F_major_calyx_L_d,VH_F_minor_calyx_L_h,0
3d-vh-f-ureter-l,VH_F_major_calyx_L_d,VH_F_minor_calyx_L_j,0
3d-vh-f-ureter-l,VH_F_major_calyx_L_d,VH_F_renal_pelvis_L,0
3d-vh-f-ureter-l,VH_F_major_calyx_L_a,VH_F_minor_calyx_L_d,0
3d-vh-f-ureter-l,VH_F_major_calyx_L_b,VH_F_minor_calyx_L_e,0
3d-vh-f-ureter-l,VH_F_major_calyx_L_a,VH_F_minor_calyx_L_a,0
3d-vh-f-ureter-l,VH_F_minor_calyx_L_i,VH_F_minor_calyx_L_j,0
3d-vh-f-ureter-l,VH_F_minor_calyx_L_c,VH_F_minor_calyx_L_d,0
3d-vh-f-ureter-l,VH_F_major_calyx_L_d,VH_F_minor_calyx_L_i,0
3d-vh-f-ureter-l,VH_F_major_calyx_L_a,VH_F_minor_calyx_L_b,0
3d-vh-f-ureter-l,VH_F_major_calyx_L_a,VH_F_minor_calyx_L_c,0
3d-vh-f-ureter-l,VH_F_minor_calyx_L_b,VH_F_minor_calyx_L_d,0
3d-vh-f-ureter-l,VH_F_major_calyx_L_b,VH_F_renal_pelvis_L,0
3d-vh-f-ureter-l,VH_F_major_calyx_L_a,VH_F_renal_pelvis_L,0
3d-vh-f-ureter-l,VH_F_major_calyx_L_c,VH_F_renal_pelvis_L,0
3d-nih-m-lymph-node,Yao_follicles,Yao_paracortex,0
3d-nih-m-lymph-node,Yao_blood_vasculature,Yao_follicles,0
3d-nih-m-lymph-node,Yao_follicles,Yao_medulla_of_lymph_node,0
3d-nih-f-lymph-node,Yao_capsule_of_lymph_node,Yao_efferent_lymph_node,0
3d-vh-f-placenta-full-term,VH_F_amnion,VH_F_umbilical_artery_1,0
3d-vh-f-placenta-full-term,VH_F_placenta_vessels,VH_F_umbilical_artery_2,0
3d-vh-f-placenta-full-term,VH_F_amnion,VH_F_umbilical_artery_2,0
3d-vh-f-placenta-full-term,VH_F_basal_plate,VH_F_chorionic_plate,0
3d-vh-f-placenta-full-term,VH_F_amnion,VH_F_umbilical_vein,0
3d-vh-f-placenta-full-term,VH_F_umbilical_artery_2,VH_F_umbilical_cord,0
3d-vh-f-placenta-full-term,VH_F_placenta_vessels,VH_F_umbilical_vein,0
3d-vh-f-placenta-full-term,VH_F_umbilical_artery_1,VH_F_umbilical_cord,0
3d-nih-f-lymph-node,Yao_blood_vasculature,Yao_paracortex,0
3d-nih-f-lymph-node,Yao_follicles,Yao_paracortex,0
3d-nih-f-lymph-node,Yao_medulla_of_lymph_node,Yao_paracortex,0
3d-nih-m-lymph-node,Yao_efferent_lymph_node,Yao_paracortex,0
3d-nih-f-lymph-node,Yao_blood_vasculature,Yao_efferent_lymph_node,0
3d-nih-f-lymph-node,Yao_efferent_lymph_node,Yao_medulla_of_lymph_node,0
3d-nih-f-lymph-node,Yao_afferent_lymphatic_vessel,Yao_capsule_of_lymph_node,0
3d-nih-f-lymph-node,Yao_blood_vasculature,Yao_capsule_of_lymph_node,0
3d-nih-f-lymph-node,Yao_efferent_lymph_node,Yao_paracortex,0
3d-nih-f-lymph-node,Yao_follicles,Yao_medulla_of_lymph_node,0
3d-nih-f-lymph-node,Yao_blood_vasculature,Yao_medulla_of_lymph_node,0
3d-nih-f-lymph-node,Yao_blood_vasculature,Yao_follicles,0
3d-nih-m-lymph-node,Yao_afferent_lymphatic_vessel,Yao_capsule_of_lymph_node,0
3d-nih-m-lymph-node,Yao_efferent_lymph_node,Yao_medulla_of_lymph_node,0
3d-vh-f-eye-l,VH_F_macula_lutea_L,VH_F_retina_L,0
3d-vh-f-eye-l,VH_F_lens_L,VH_F_pupil_L,0
3d-vh-f-ureter-l,VH_F_major_calyx_L_c,VH_F_minor_calyx_L_f,0
3d-allen-f-brain,Allen_supramarginal_gyrus_L,Allen_white_matter_of_forebrain_L,0
3d-allen-f-brain,Allen_postcentral_gyrus_L,Allen_supraparietal_lobule_L,0
3d-allen-f-brain,Allen_angular_gyrus_L,Allen_white_matter_of_forebrain_L,0
3d-allen-f-brain,Allen_thalamus_L,Allen_zona_incerta_L,0
3d-allen-f-brain,Allen_paracentral_lobule_caudal_part_L,Allen_primary_motor_cortex_L,0
3d-allen-f-brain,Allen_parietal_operculum_L,Allen_primary_motor_cortex_L,0
3d-allen-f-brain,Allen_perirhinal_gyrus_rostral_part_of_FuGt_L,Allen_white_matter_of_forebrain_L,0
3d-allen-f-brain,Allen_parietal_operculum_L,Allen_transverse_temporal_gyrus_Heschls_gyrus_L,0
3d-allen-f-brain,Allen_mediodorsal_nucleus_of_thalamus_L,Allen_thalamus_L,0
3d-allen-f-brain,Allen_lateral_posterior_nucleus_of_thalamus_L,Allen_ventral_lateral_nucleus_of_thalamus_L,0
3d-allen-f-brain,Allen_anterior_commissure_R,Allen_white_matter_of_forebrain_R,0
3d-allen-f-brain,Allen_tail_of_caudate_R,Allen_white_matter_of_forebrain_R,0
3d-allen-f-brain,Allen_cingulate_gyrus_caudal_posterior_part_L,Allen_white_matter_of_forebrain_L,0
3d-allen-f-brain,Allen_precuneus_L,Allen_superior_occipital_gyrus_L,0
3d-allen-f-brain,Allen_primary_motor_cortex_L,Allen_white_matter_of_forebrain_L,0
3d-allen-f-brain,Allen_parietal_operculum_L,Allen_white_matter_of_forebrain_L,0
3d-allen-f-brain,Allen_mediodorsal_nucleus_of_thalamus_L,Allen_pulvinar_of_thalamus_L,0
3d-allen-f-brain,Allen_septal_nuclei_L,Allen_white_matter_of_forebrain_L,0
3d-allen-f-brain,Allen_body_of_caudate_L,Allen_body_of_lateral_ventricle_L,0
3d-allen-f-brain,Allen_cingulate_gyrus_caudal_posterior_part_L,Allen_precuneus_L,0
3d-allen-f-brain,Allen_long_insular_gyri_L,Allen_transverse_temporal_gyrus_Heschls_gyrus_L,0
3d-allen-f-brain,Allen_superior_occipital_gyrus_L,Allen_supraparietal_lobule_L,0
3d-allen-f-brain,Allen_fornix_L,Allen_septal_nuclei_L,0
3d-allen-f-brain,Allen_thalamus_L,Allen_ventral_lateral_nucleus_of_thalamus_L,0
3d-allen-f-brain,Allen_habenular_nuclei_L,Allen_mediodorsal_nucleus_of_thalamus_L,0
3d-allen-f-brain,Allen_white_matter_of_forebrain_L,Allen_zona_incerta_L,0
3d-vh-f-eye-l,VH_F_aqueous_humor_L,VH_F_iris_L,0
3d-allen-f-brain,Allen_lateral_dorsal_nucleus_of_thalamus_L,Allen_thalamus_L,0
3d-vh-m-kidney-l,VH_M_renal_papilla_L_c,VH_M_renal_pyramid_L_c,0
3d-vh-m-kidney-l,VH_M_renal_papilla_L_d,VH_M_renal_pyramid_L_d,0
3d-vh-m-kidney-l,VH_M_renal_papilla_L_f,VH_M_renal_pyramid_L_f,0
3d-vh-m-kidney-l,VH_M_renal_papilla_L_g,VH_M_renal_pyramid_L_g,0
3d-vh-m-kidney-l,VH_M_renal_papilla_L_b,VH_M_renal_pyramid_L_b,0
3d-allen-f-brain,Allen_lateral_posterior_nucleus_of_thalamus_L,Allen_pulvinar_of_thalamus_L,0
3d-allen-f-brain,Allen_planum_temporale_L,Allen_transverse_temporal_gyrus_Heschls_gyrus_L,0
3d-allen-f-brain,Allen_superior_occipital_gyrus_L,Allen_white_matter_of_forebrain_L,0
3d-allen-f-brain,Allen_paracentral_lobule_rostral_part_L,Allen_primary_motor_cortex_L,0
3d-allen-f-brain,Allen_internal_segment_of_globus_pallidus_L,Allen_white_matter_of_forebrain_L,0
3d-allen-f-brain,Allen_body_of_lateral_ventricle_L,Allen_perirhinal_gyrus_rostral_part_of_FuGt_L,0
3d-allen-f-brain,Allen_precuneus_L,Allen_white_matter_of_forebrain_L,0
3d-allen-f-brain,Allen_planum_temporale_L,Allen_white_matter_of_forebrain_L,0
3d-allen-f-brain,Allen_postcentral_gyrus_L,Allen_supramarginal_gyrus_L,0
3d-allen-f-brain,Allen_parietal_operculum_R,Allen_planum_temporale_R,0
3d-allen-f-brain,Allen_midline_nuclear_complex_L,Allen_white_matter_of_forebrain_L,0
3d-allen-f-brain,Allen_mediodorsal_nucleus_of_thalamus_L,Allen_midline_nuclear_complex_L,0
3d-allen-f-brain,Allen_transverse_temporal_gyrus_Heschls_gyrus_L,Allen_white_matter_of_forebrain_L,0
3d-allen-f-brain,Allen_tuberal_region_of_HTH_L,Allen_white_matter_of_forebrain_L,0
3d-allen-f-brain,Allen_midline_nuclear_complex_L,Allen_thalamus_L,0
3d-allen-f-brain,Allen_paracentral_lobule_rostral_part_L,Allen_white_matter_of_forebrain_L,0
3d-allen-f-brain,Allen_paracentral_lobule_caudal_part_L,Allen_white_matter_of_forebrain_L,0
3d-allen-f-brain,Allen_planum_temporale_L,Allen_supramarginal_gyrus_L,0
3d-allen-f-brain,Allen_lateral_posterior_nucleus_of_thalamus_L,Allen_thalamus_L,0
3d-allen-f-brain,Allen_postcentral_gyrus_L,Allen_transverse_temporal_gyrus_Heschls_gyrus_L,0
3d-allen-f-brain,Allen_paracentral_lobule_caudal_part_L,Allen_precuneus_L,0
3d-allen-f-brain,Allen_cuneus_L,Allen_white_matter_of_forebrain_L,0
3d-allen-f-brain,Allen_angular_gyrus_L,Allen_supraparietal_lobule_L,0
3d-allen-f-brain,Allen_long_insular_gyri_R,Allen_white_matter_of_forebrain_R,0
3d-allen-f-brain,Allen_body_of_lateral_ventricle_L,Allen_white_matter_of_forebrain_L,0
3d-allen-f-brain,Allen_cuneus_L,Allen_superior_occipital_gyrus_L,0
3d-allen-f-brain,Allen_parietal_operculum_L,Allen_postcentral_gyrus_L,0
3d-allen-f-brain,Allen_long_insular_gyri_L,Allen_white_matter_of_forebrain_L,0
3d-allen-f-brain,Allen_body_of_caudate_L,Allen_white_matter_of_forebrain_L,0
3d-allen-f-brain,Allen_parietal_operculum_L,Allen_planum_temporale_L,0
3d-allen-f-brain,Allen_body_of_lateral_ventricle_L,Allen_thalamus_L,0
3d-allen-f-brain,Allen_cingulate_gyrus_caudal_posterior_part_L,Allen_paracentral_lobule_rostral_part_L,0
3d-vh-f-mammary-gland-l,VH_F_areola_L,VH_F_main_lactiferous_ducts_L,0
3d-vh-f-mammary-gland-l,VH_F_fat_L,VH_F_mammary_lobes_L,0
3d-vh-f-mammary-gland-l,VH_F_main_lactiferous_ducts_L,VH_F_main_lactiferous_sinuses_L,0
3d-vh-f-mammary-gland-l,VH_F_areola_L,VH_F_main_lactiferous_sinuses_L,0
3d-vh-f-mammary-gland-l,VH_F_main_lactiferous_ducts_L,VH_F_mammary_lobes_L,0
3d-vh-f-mammary-gland-l,VH_F_fat_L,VH_F_suspensory_ligaments_L,0
3d-vh-f-mammary-gland-l,VH_F_main_lactiferous_ducts_L,VH_F_nipple_L,0
3d-vh-f-mammary-gland-l,VH_F_areola_L,VH_F_nipple_L,0
3d-vh-f-mammary-gland-l,VH_F_areola_L,VH_F_areolar_tubercles_L,0
3d-vh-f-mammary-gland-l,VH_F_fat_L,VH_F_main_lactiferous_ducts_L,0
3d-vh-f-mammary-gland-l,VH_F_main_lactiferous_sinuses_L,VH_F_nipple_L,0
3d-vh-f-mammary-gland-l,VH_F_fat_L,VH_F_main_lactiferous_sinuses_L,0
3d-vh-f-mammary-gland-l,VH_F_areolar_tubercles_L,VH_F_main_lactiferous_sinuses_L,0
3d-allen-f-brain,Allen_angular_gyrus_L,Allen_superior_occipital_gyrus_L,0
3d-allen-f-brain,Allen_supramarginal_gyrus_L,Allen_transverse_temporal_gyrus_Heschls_gyrus_L,0
3d-allen-f-brain,Allen_mammillothalamic_tract_L,Allen_thalamus_L,0
3d-allen-f-brain,Allen_body_of_lateral_ventricle_L,Allen_fornix_L,0
3d-allen-f-brain,Allen_cingulate_gyrus_caudal_posterior_part_L,Allen_paracentral_lobule_caudal_part_L,0
3d-allen-f-brain,Allen_parietal_operculum_L,Allen_supramarginal_gyrus_L,0
3d-allen-f-brain,Allen_long_insular_gyri_L,Allen_parietal_operculum_L,0
3d-allen-f-brain,Allen_paracentral_lobule_caudal_part_L,Allen_postcentral_gyrus_L,0
3d-allen-f-brain,Allen_precuneus_L,Allen_supraparietal_lobule_L,0
3d-allen-f-brain,Allen_body_of_lateral_ventricle_L,Allen_septal_nuclei_L,0
3d-allen-f-brain,Allen_pulvinar_of_thalamus_L,Allen_thalamus_L,0
3d-allen-f-brain,Allen_angular_gyrus_L,Allen_supramarginal_gyrus_L,0
3d-allen-f-brain,Allen_postcentral_gyrus_L,Allen_white_matter_of_forebrain_L,0
3d-allen-f-brain,Allen_reuniens_nucleus_medioventral_nucleus_of_thalamus_L,Allen_thalamus_L,0
3d-allen-f-brain,Allen_thalamus_L,Allen_tuberal_region_of_HTH_L,0
3d-allen-f-brain,Allen_postcentral_gyrus_L,Allen_primary_motor_cortex_L,0
3d-allen-f-brain,Allen_cuneus_L,Allen_precuneus_L,0
3d-allen-f-brain,Allen_thalamus_L,Allen_white_matter_of_forebrain_L,0
3d-allen-f-brain,Allen_paracentral_lobule_caudal_part_L,Allen_paracentral_lobule_rostral_part_L,0
3d-allen-f-brain,Allen_fornix_L,Allen_tuberal_region_of_HTH_L,0
3d-allen-f-brain,Allen_habenular_nuclei_L,Allen_white_matter_of_forebrain_L,0
3d-allen-f-brain,Allen_fornix_L,Allen_white_matter_of_forebrain_L,0
3d-allen-f-brain,Allen_midline_nuclear_complex_L,Allen_reuniens_nucleus_medioventral_nucleus_of_thalamus_L,0
3d-allen-f-brain,Allen_supramarginal_gyrus_L,Allen_supraparietal_lobule_L,0
3d-allen-f-brain,Allen_habenular_nuclei_L,Allen_thalamus_L,0
3d-allen-f-brain,Allen_supraparietal_lobule_L,Allen_white_matter_of_forebrain_L,0
3d-vh-f-ureter-l,VH_F_major_calyx_L_c,VH_F_minor_calyx_L_g,0
3d-vh-f-ureter-l,VH_F_minor_calyx_L_b,VH_F_minor_calyx_L_c,0
3d-vh-m-ureter-r,VH_M_major_calyx_R_a,VH_M_minor_calyx_R_a,0
3d-vh-m-knee-r,VH_M_lateral_condyle_of_femur_frontal_R,VH_M_posterior_cruciate_enthesis_R,0
3d-vh-m-knee-r,VH_M_medial_epicondylar_enthesis_R,VH_M_medial_perichondular_surface_R,0
3d-vh-m-knee-r,VH_M_distal_most_point_of_medial_condyle_of_femur_R,VH_M_intercondylar_fossa_R,0
3d-vh-m-knee-r,VH_M_articular_cartilage_of_knee_R,VH_M_femur_R,0
3d-vh-m-knee-r,VH_M_articular_cartilage_of_knee_R,VH_M_intercondylar_fossa_R,0
3d-vh-m-knee-r,VH_M_anterior_cruciate_enthesis_R,VH_M_articular_cartilage_of_knee_R,0
3d-vh-m-knee-r,VH_M_articular_cartilage_of_knee_R,VH_M_patellar_surface_R,0
3d-vh-m-knee-r,VH_M_articular_cartilage_of_knee_R,VH_M_lateral_condyle_of_femur_inf_R,0
3d-vh-m-knee-r,VH_M_femur_R,VH_M_posterior_cruciate_enthesis_R,0
3d-vh-m-knee-r,VH_M_articular_cartilage_of_knee_R,VH_M_medial_condyle_of_right_femur_sup,0
3d-vh-m-knee-r,VH_M_anterior_cruciate_enthesis_R,VH_M_femur_R,0
3d-vh-m-knee-r,VH_M_femur_R,VH_M_lateral_epicondylar_enthesis_R,0
3d-vh-m-knee-r,VH_M_articular_cartilage_of_knee_R,VH_M_lateral_condyle_of_femur_frontal_R,0
3d-vh-m-knee-r,VH_M_articular_cartilage_of_knee_R,VH_M_medial_condyle_of_right_femur_inf,0
3d-vh-m-knee-r,VH_M_articular_cartilage_of_knee_R,VH_M_distal_most_point_of_medial_condyle_of_femur_R,0
3d-vh-m-knee-r,VH_M_meniscus_R,VH_M_tibia_R,0
3d-vh-m-knee-r,VH_M_femur_R,VH_M_medial_epicondylar_enthesis_R,0
3d-vh-m-knee-r,VH_M_anterior_cruciate_enthesis_R,VH_M_lateral_condyle_of_femur_inf_R,0
3d-vh-m-knee-r,VH_M_femur_R,VH_M_intercondylar_fossa_R,0
3d-vh-m-knee-r,VH_M_intercondylar_fossa_R,VH_M_medial_condyle_of_right_femur_inf,0
3d-vh-m-knee-r,VH_M_femur_R,VH_M_medial_perichondular_surface_R,0
3d-vh-m-knee-r,VH_M_lateral_condyle_of_femur_sup_R,VH_M_patellar_surface_R,0
3d-vh-m-knee-r,VH_M_distal_most_point_of_medial_condyle_of_femur_R,VH_M_tibia_R,0
3d-vh-m-knee-r,VH_M_lateral_epicondylar_enthesis_R,VH_M_lateral_perichondular_surface_R,0
3d-vh-m-knee-r,VH_M_anterior_cruciate_enthesis_R,VH_M_posterior_cruciate_enthesis_R,0
3d-vh-m-knee-r,VH_M_lateral_condyle_of_femur_frontal_R,VH_M_meniscus_R,0
3d-vh-f-blood-vasculature,VH_F_pulmonary_artery_R,VH_F_superior_vena_cava,0
3d-vh-m-thymus,VH_M_thymus_lobe_L,VH_M_thymus_lobe_R,0
3d-vh-f-blood-vasculature,VH_F_inferior_vena_cava_a,VH_F_right_hepatic_vein,0
3d-vh-f-blood-vasculature,VH_F_descending_aorta_b,VH_F_superior_mesenteric_artery,0
3d-vh-f-blood-vasculature,VH_F_splenic_vein,VH_F_superior_mesenteric_artery,0
3d-vh-f-blood-vasculature,VH_F_internal_iliac_vein_R,VH_F_internal_pudendal_vein_R,0
3d-vh-f-blood-vasculature,VH_F_inferior_mesenteric_vein,VH_F_sigmoid_vein_b,0
3d-vh-f-blood-vasculature,VH_F_left_common_carotid_artery_a,VH_F_left_common_carotid_artery_b,0
3d-vh-f-blood-vasculature,VH_F_inferior_vena_cava_b,VH_F_left_renal_vein,0
3d-vh-f-blood-vasculature,VH_F_internal_iliac_vein_L,VH_F_middle_rectal_vein_L,0
3d-vh-f-blood-vasculature,VH_F_cystic_artery,VH_F_right_hepatic_artery,0
3d-vh-f-blood-vasculature,VH_F_inferior_rectal_vein_L,VH_F_internal_pudendal_vein_L,0
3d-vh-f-blood-vasculature,VH_F_inferior_vena_cava_b,VH_F_right_common_iliac_vein,0
3d-vh-f-blood-vasculature,VH_F_brachiocephalic_artery_a,VH_F_brachiocephalic_artery_b,0
3d-vh-f-blood-vasculature,VH_F_ascending_aorta,VH_F_pulmonary_artery_R,0
3d-vh-f-blood-vasculature,VH_F_aortic_arch,VH_F_descending_aorta_a,0
3d-vh-m-spleen,VH_M_colic_surface_of_spleen,VH_M_gastric_surface_of_spleen,0
3d-vh-f-kidney-l,VH_F_hilum_of_kidney_L,VH_F_renal_pyramid_L_g,0
3d-vh-f-kidney-l,VH_F_renal_papilla_L_g,VH_F_renal_pyramid_L_g,0
3d-vh-f-kidney-l,VH_F_renal_papilla_L_d,VH_F_renal_pyramid_L_d,0
3d-vh-f-kidney-l,VH_F_renal_papilla_L_c,VH_F_renal_pyramid_L_c,0
3d-vh-f-kidney-l,VH_F_hilum_of_kidney_L,VH_F_renal_papilla_L_g,0
3d-vh-f-kidney-l,VH_F_renal_papilla_L_e,VH_F_renal_pyramid_L_e,0
3d-vh-f-kidney-l,VH_F_hilum_of_kidney_L,VH_F_renal_papilla_L_j,0
3d-vh-f-kidney-l,VH_F_renal_papilla_L_i,VH_F_renal_pyramid_L_i,0
3d-vh-m-knee-r,VH_M_articular_cartilage_of_knee_R,VH_M_tibia_R,0
3d-vh-m-knee-r,VH_M_anterior_cruciate_enthesis_R,VH_M_lateral_condyle_of_femur_frontal_R,0
3d-vh-m-knee-r,VH_M_distal_most_point_of_medial_condyle_of_femur_R,VH_M_meniscus_R,0
3d-vh-m-knee-r,VH_M_distal_most_point_of_medial_condyle_of_femur_R,VH_M_posterior_cruciate_enthesis_R,0
3d-vh-f-knee-l,VH_F_articular_cartilage_of_knee_L,VH_F_lateral_condyle_of_femur_frontal_L,0
3d-vh-f-knee-l,VH_F_articular_cartilage_of_knee_L,VH_F_femur_L,0
3d-vh-f-knee-l,VH_F_anterior_cruciate_enthesis_L,VH_F_posterior_cruciate_enthesis_L,0
3d-vh-f-knee-l,VH_F_femur_L,VH_F_medial_epicondylar_enthesis_L,0
3d-vh-f-knee-l,VH_F_femur_L,VH_F_posterior_cruciate_enthesis_L,0
3d-vh-f-knee-l,VH_F_femur_L,VH_F_medial_perichondular_surface_L,0
3d-vh-f-knee-l,VH_F_articular_cartilage_of_knee_L,VH_F_lateral_condyle_of_femur_inf_L,0
3d-vh-f-knee-l,VH_F_femur_L,VH_F_intercondylar_fossa_L,0
3d-vh-f-knee-l,VH_F_articular_cartilage_of_knee_L,VH_F_meniscus_L,0
3d-vh-f-knee-l,VH_F_articular_cartilage_of_knee_L,VH_F_posterior_cruciate_enthesis_L,0
3d-vh-f-knee-l,VH_F_femur_L,VH_F_lateral_epicondylar_enthesis_L,0
3d-vh-f-knee-l,VH_F_meniscus_L,VH_F_tibia_L,0
3d-vh-f-knee-l,VH_F_articular_cartilage_of_knee_L,VH_F_trochlear_groove_L,0
3d-vh-f-knee-l,VH_F_femur_L,VH_F_lateral_perichondular_surface_L,0
