gene_label,hgnc,source
CCDC184,http://identifiers.org/hgnc/33749,hrapop
CCDC186,http://identifiers.org/hgnc/24349,hrapop
CCDC188,http://identifiers.org/hgnc/51899,hrapop
CCDC191,http://identifiers.org/hgnc/29272,hrapop
CCDC192,http://identifiers.org/hgnc/49566,hrapop
CCDC194,http://identifiers.org/hgnc/53438,hrapop
CCDC198,http://identifiers.org/hgnc/20189,hrapop
CCDC200,http://identifiers.org/hgnc/43658,hrapop
CCDC22,http://identifiers.org/hgnc/28909,hrapop
CCDC22,https://purl.org/ccf/ASCTB-TEMP_ccdc22,hrapop
CCDC24,http://identifiers.org/hgnc/28688,hrapop
CCDC24,https://purl.org/ccf/ASCTB-TEMP_ccdc24,hrapop
CCDC25,http://identifiers.org/hgnc/25591,hrapop
CCDC26,http://identifiers.org/hgnc/28416,hrapop
CCDC28A,http://identifiers.org/hgnc/21098,hrapop
CCDC28B,http://identifiers.org/hgnc/28163,hrapop
CCDC3,http://identifiers.org/hgnc/23813,hrapop
CCDC3,https://purl.org/ccf/ASCTB-TEMP_ccdc3,hrapop
CCDC30,http://identifiers.org/hgnc/26103,hrapop
CCDC30,https://purl.org/ccf/ASCTB-TEMP_ccdc30,hrapop
CCDC32,http://identifiers.org/hgnc/28295,hrapop
CCDC33,http://identifiers.org/hgnc/26552,hrapop
CCDC33,https://purl.org/ccf/ASCTB-TEMP_ccdc33,hrapop
CCDC34,http://identifiers.org/hgnc/25079,hrapop
CCDC34,https://purl.org/ccf/ASCTB-TEMP_ccdc34,hrapop
CCDC38,http://identifiers.org/hgnc/26843,hrapop
CCDC39,http://identifiers.org/hgnc/25244,hrapop
CCDC40,http://identifiers.org/hgnc/26090,hrapop
CCDC40,https://purl.org/ccf/ASCTB-TEMP_ccdc40,hrapop
CCDC42,http://identifiers.org/hgnc/26528,hrapop
CCDC43,http://identifiers.org/hgnc/26472,hrapop
CCDC47,http://identifiers.org/hgnc/24856,hrapop
CCDC47,https://purl.org/ccf/ASCTB-TEMP_ccdc47,hrapop
CCDC50,http://identifiers.org/hgnc/18111,hrapop
CCDC50,https://purl.org/ccf/ASCTB-TEMP_ccdc50,hrapop
CCDC51,http://identifiers.org/hgnc/25714,hrapop
CCDC51,https://purl.org/ccf/ASCTB-TEMP_ccdc51,hrapop
CCDC57,http://identifiers.org/hgnc/27564,hrapop
CCDC59,http://identifiers.org/hgnc/25005,hrapop
CCDC6,http://identifiers.org/hgnc/18782,hrapop
CCDC60,http://identifiers.org/hgnc/28610,hrapop
CCDC61,https://purl.org/ccf/ASCTB-TEMP_ccdc61,hrapop
CCDC63,http://identifiers.org/hgnc/26669,hrapop
CCDC65,http://identifiers.org/hgnc/29937,hrapop
CCDC66,http://identifiers.org/hgnc/27709,hrapop
CCDC66,https://purl.org/ccf/ASCTB-TEMP_ccdc66,hrapop
CCDC68,http://identifiers.org/hgnc/24350,hrapop
CCDC69,http://identifiers.org/hgnc/24487,hrapop
CCDC69,https://purl.org/ccf/ASCTB-TEMP_ccdc69,hrapop
CCDC7,http://identifiers.org/hgnc/26533,hrapop
CCDC7,https://purl.org/ccf/ASCTB-TEMP_ccdc7,hrapop
CCDC71,http://identifiers.org/hgnc/25760,hrapop
CCDC71L,http://identifiers.org/hgnc/26685,hrapop
CCDC71L,https://purl.org/ccf/ASCTB-TEMP_ccdc71l,hrapop
CCDC73,http://identifiers.org/hgnc/23261,hrapop
CCDC74A,http://identifiers.org/hgnc/25197,hrapop
CCDC74A,https://purl.org/ccf/ASCTB-TEMP_ccdc74a,hrapop
CCDC74B,http://identifiers.org/hgnc/25267,hrapop
CCDC78,http://identifiers.org/hgnc/14153,hrapop
CCDC78,https://purl.org/ccf/ASCTB-TEMP_ccdc78,hrapop
CCDC8,http://identifiers.org/hgnc/25367,hrapop
CCDC80,http://identifiers.org/hgnc/30649,hrapop
CCDC80,https://purl.org/ccf/ASCTB-TEMP_ccdc80,hrapop
CCDC82,http://identifiers.org/hgnc/26282,hrapop
CCDC85A,http://identifiers.org/hgnc/29400,hrapop
CCDC85B,http://identifiers.org/hgnc/24926,hrapop
CCDC85B,https://purl.org/ccf/ASCTB-TEMP_ccdc85b,hrapop
CCDC85C,http://identifiers.org/hgnc/35459,hrapop
CCDC86,http://identifiers.org/hgnc/28359,hrapop
CCDC86,https://purl.org/ccf/ASCTB-TEMP_ccdc86,hrapop
CCDC88A,http://identifiers.org/hgnc/25523,hrapop
CCDC88A,https://purl.org/ccf/ASCTB-TEMP_ccdc88a,hrapop
CCDC88B,http://identifiers.org/hgnc/26757,hrapop
CCDC88C,http://identifiers.org/hgnc/19967,hrapop
CCDC89,https://purl.org/ccf/ASCTB-TEMP_ccdc89,hrapop
CCDC9,http://identifiers.org/hgnc/24560,hrapop
CCDC90B,http://identifiers.org/hgnc/28108,hrapop
CCDC91,http://identifiers.org/hgnc/24855,hrapop
CCDC91,https://purl.org/ccf/ASCTB-TEMP_ccdc91,hrapop
CCDC92,http://identifiers.org/hgnc/29563,hrapop
CCDC92,https://purl.org/ccf/ASCTB-TEMP_ccdc92,hrapop
CCDC93,https://purl.org/ccf/ASCTB-TEMP_ccdc93,hrapop
CCDC97,http://identifiers.org/hgnc/28289,hrapop
CCDC9B,http://identifiers.org/hgnc/33488,hrapop
CCHCR1,http://identifiers.org/hgnc/13930,hrapop
CCHCR1,https://purl.org/ccf/ASCTB-TEMP_cchcr1,hrapop
CCK,http://identifiers.org/hgnc/1569,hrapop
CCL11,https://purl.org/ccf/ASCTB-TEMP_ccl11,hrapop
CCL13,http://identifiers.org/hgnc/10611,hrapop
CCL13,https://purl.org/ccf/ASCTB-TEMP_ccl13,hrapop
CCL14,http://identifiers.org/hgnc/10612,hrapop
CCL14,https://purl.org/ccf/ASCTB-TEMP_ccl14,hrapop
CCL15-CCL14,http://identifiers.org/hgnc/44436,hrapop
CCL17,http://identifiers.org/hgnc/10615,hrapop
CCL17,https://purl.org/ccf/ASCTB-TEMP_ccl17,hrapop
CCL18,http://identifiers.org/hgnc/10616,hrapop
CCL18,https://purl.org/ccf/ASCTB-TEMP_ccl18,hrapop
CCL20,http://identifiers.org/hgnc/10619,hrapop
CCL20,https://purl.org/ccf/ASCTB-TEMP_ccl20,hrapop
CCL23,http://identifiers.org/hgnc/10622,hrapop
CCL23,https://purl.org/ccf/ASCTB-TEMP_ccl23,hrapop
CCL24,http://identifiers.org/hgnc/10623,hrapop
CCL25,https://purl.org/ccf/ASCTB-TEMP_ccl25,hrapop
CCL26,https://purl.org/ccf/ASCTB-TEMP_ccl26,hrapop
CCL27,http://identifiers.org/hgnc/10626,hrapop
CCL28,http://identifiers.org/hgnc/17700,hrapop
CCL28,https://purl.org/ccf/ASCTB-TEMP_ccl28,hrapop
CCL3,http://identifiers.org/hgnc/10627,hrapop
CCL3,https://purl.org/ccf/ASCTB-TEMP_ccl3,hrapop
CCL3-AS1,http://identifiers.org/hgnc/55229,hrapop
CCL3L3,http://identifiers.org/hgnc/30554,hrapop
CCL4,http://identifiers.org/hgnc/10630,hrapop
CCL4,https://purl.org/ccf/ASCTB-TEMP_ccl4,hrapop
CCL4L2,http://identifiers.org/hgnc/24066,hrapop
CCL4L2,https://purl.org/ccf/ASCTB-TEMP_ccl4l2,hrapop
CCL8,http://identifiers.org/hgnc/10635,hrapop
CCL8,https://purl.org/ccf/ASCTB-TEMP_ccl8,hrapop
CCM2,http://identifiers.org/hgnc/21708,hrapop
CCM2L,http://identifiers.org/hgnc/16153,hrapop
CCN1,http://identifiers.org/hgnc/2654,hrapop
CCN2,http://identifiers.org/hgnc/2500,hrapop
CCN3,http://identifiers.org/hgnc/7885,hrapop
CCN4,http://identifiers.org/hgnc/12769,hrapop
CCN5,http://identifiers.org/hgnc/12770,hrapop
CCNA1,http://identifiers.org/hgnc/1577,hrapop
CCNA1,https://purl.org/ccf/ASCTB-TEMP_ccna1,hrapop
CCNA2,http://identifiers.org/hgnc/1578,hrapop
CCNA2,https://purl.org/ccf/ASCTB-TEMP_ccna2,hrapop
CCNB1,http://identifiers.org/hgnc/1579,hrapop
CCNB1,https://purl.org/ccf/ASCTB-TEMP_ccnb1,hrapop
CCNB1IP1,http://identifiers.org/hgnc/19437,hrapop
CCNB1IP1,https://purl.org/ccf/ASCTB-TEMP_ccnb1ip1,hrapop
CCNB2,http://identifiers.org/hgnc/1580,hrapop
CCNB2,https://purl.org/ccf/ASCTB-TEMP_ccnb2,hrapop
CCNC,http://identifiers.org/hgnc/1581,hrapop
CCNC,https://purl.org/ccf/ASCTB-TEMP_ccnc,hrapop
CCND1,http://identifiers.org/hgnc/1582,hrapop
CCND1,https://purl.org/ccf/ASCTB-TEMP_ccnd1,hrapop
CCND2,http://identifiers.org/hgnc/1583,hrapop
CCND2,https://purl.org/ccf/ASCTB-TEMP_ccnd2,hrapop
CCND3,http://identifiers.org/hgnc/1585,hrapop
CCND3,https://purl.org/ccf/ASCTB-TEMP_ccnd3,hrapop
CCNDBP1,http://identifiers.org/hgnc/1587,hrapop
CCNDBP1,https://purl.org/ccf/ASCTB-TEMP_ccndbp1,hrapop
CCNE2,http://identifiers.org/hgnc/1590,hrapop
CCNE2,https://purl.org/ccf/ASCTB-TEMP_ccne2,hrapop
CCNF,http://identifiers.org/hgnc/1591,hrapop
CCNF,https://purl.org/ccf/ASCTB-TEMP_ccnf,hrapop
CCNG1,http://identifiers.org/hgnc/1592,hrapop
CCNG1,https://purl.org/ccf/ASCTB-TEMP_ccng1,hrapop
CCNG2,http://identifiers.org/hgnc/1593,hrapop
CCNG2,https://purl.org/ccf/ASCTB-TEMP_ccng2,hrapop
CCNH,http://identifiers.org/hgnc/1594,hrapop
CCNI,http://identifiers.org/hgnc/1595,hrapop
CCNI2,http://identifiers.org/hgnc/33869,hrapop
CCNJ,http://identifiers.org/hgnc/23434,hrapop
CCNJL,http://identifiers.org/hgnc/25876,hrapop
CCNK,http://identifiers.org/hgnc/1596,hrapop
CCNL1,http://identifiers.org/hgnc/20569,hrapop
CCNL1,https://purl.org/ccf/ASCTB-TEMP_ccnl1,hrapop
CCNL2,http://identifiers.org/hgnc/20570,hrapop
CCNL2,https://purl.org/ccf/ASCTB-TEMP_ccnl2,hrapop
CCNO,http://identifiers.org/hgnc/18576,hrapop
CCNO,https://purl.org/ccf/ASCTB-TEMP_ccno,hrapop
CCNP,http://identifiers.org/hgnc/25805,hrapop
CCNQ,http://identifiers.org/hgnc/28434,hrapop
CCNT1,http://identifiers.org/hgnc/1599,hrapop
CCNT2,http://identifiers.org/hgnc/1600,hrapop
CCNT2,https://purl.org/ccf/ASCTB-TEMP_ccnt2,hrapop
CCNY,http://identifiers.org/hgnc/23354,hrapop
CCNY,https://purl.org/ccf/ASCTB-TEMP_ccny,hrapop
CCNY-AS1,http://identifiers.org/hgnc/55252,hrapop
CCNYL1,http://identifiers.org/hgnc/26868,hrapop
CCNYL1,https://purl.org/ccf/ASCTB-TEMP_ccnyl1,hrapop
CCNYL2,http://identifiers.org/hgnc/23495,hrapop
CCP110,http://identifiers.org/hgnc/24342,hrapop
CCPG1,http://identifiers.org/hgnc/24227,hrapop
CCR1,http://identifiers.org/hgnc/1602,hrapop
CCR1,https://purl.org/ccf/ASCTB-TEMP_ccr1,hrapop
CCR10,http://identifiers.org/hgnc/4474,hrapop
CCR10,https://purl.org/ccf/ASCTB-TEMP_ccr10,hrapop
CCR2,http://identifiers.org/hgnc/1603,hrapop
CCR2,https://purl.org/ccf/ASCTB-TEMP_ccr2,hrapop
CCR3,http://identifiers.org/hgnc/1604,hrapop
CCR3,https://purl.org/ccf/ASCTB-TEMP_ccr3,hrapop
CCR4,http://identifiers.org/hgnc/1605,hrapop
CCR4,https://purl.org/ccf/ASCTB-TEMP_ccr4,hrapop
CCR5,http://identifiers.org/hgnc/1606,hrapop
CCR5,https://purl.org/ccf/ASCTB-TEMP_ccr5,hrapop
CCR5AS,http://identifiers.org/hgnc/54398,hrapop
CCR6,http://identifiers.org/hgnc/1607,hrapop
CCR8,http://identifiers.org/hgnc/1609,hrapop
CCR9,http://identifiers.org/hgnc/1610,hrapop
CCR9,https://purl.org/ccf/ASCTB-TEMP_ccr9,hrapop
CCRL2,http://identifiers.org/hgnc/1612,hrapop
CCS,http://identifiers.org/hgnc/1613,hrapop
CCSAP,http://identifiers.org/hgnc/29578,hrapop
CCSER1,http://identifiers.org/hgnc/29349,hrapop
CCSER1,https://purl.org/ccf/ASCTB-TEMP_ccser1,hrapop
CCSER2,http://identifiers.org/hgnc/29197,hrapop
CCSER2,https://purl.org/ccf/ASCTB-TEMP_ccser2,hrapop
CCT2,http://identifiers.org/hgnc/1615,hrapop
CCT2,https://purl.org/ccf/ASCTB-TEMP_cct2,hrapop
CCT3,http://identifiers.org/hgnc/1616,hrapop
CCT3,https://purl.org/ccf/ASCTB-TEMP_cct3,hrapop
CCT4,http://identifiers.org/hgnc/1617,hrapop
CCT4,https://purl.org/ccf/ASCTB-TEMP_cct4,hrapop
CCT5,http://identifiers.org/hgnc/1618,hrapop
CCT5,https://purl.org/ccf/ASCTB-TEMP_cct5,hrapop
CCT6A,http://identifiers.org/hgnc/1620,hrapop
CCT6A,https://purl.org/ccf/ASCTB-TEMP_cct6a,hrapop
CCT6B,http://identifiers.org/hgnc/1621,hrapop
CCT6P1,http://identifiers.org/hgnc/33094,hrapop
CCT6P3,http://identifiers.org/hgnc/35137,hrapop
CCT7,http://identifiers.org/hgnc/1622,hrapop
CCT7,https://purl.org/ccf/ASCTB-TEMP_cct7,hrapop
CCT8,http://identifiers.org/hgnc/1623,hrapop
CCT8,https://purl.org/ccf/ASCTB-TEMP_cct8,hrapop
CCZ1,http://identifiers.org/hgnc/21691,hrapop
CCZ1B,http://identifiers.org/hgnc/21717,hrapop
CD101,http://identifiers.org/hgnc/5949,hrapop
CD101-AS1,http://identifiers.org/hgnc/55665,hrapop
CD109,http://identifiers.org/hgnc/21685,hrapop
CD109,https://purl.org/ccf/ASCTB-TEMP_cd109,hrapop
CD151,http://identifiers.org/hgnc/1630,hrapop
CD151,https://purl.org/ccf/ASCTB-TEMP_cd151,hrapop
CD160,http://identifiers.org/hgnc/17013,hrapop
CD160,https://purl.org/ccf/ASCTB-TEMP_cd160,hrapop
CD163L1,http://identifiers.org/hgnc/30375,hrapop
CD163L1,https://purl.org/ccf/ASCTB-TEMP_cd163l1,hrapop
CD164,http://identifiers.org/hgnc/1632,hrapop
CD164,https://purl.org/ccf/ASCTB-TEMP_cd164,hrapop
CD164L2,https://purl.org/ccf/ASCTB-TEMP_cd164l2,hrapop
CD177,http://identifiers.org/hgnc/30072,hrapop
CD177,https://purl.org/ccf/ASCTB-TEMP_cd177,hrapop
CD180,http://identifiers.org/hgnc/6726,hrapop
CD180,https://purl.org/ccf/ASCTB-TEMP_cd180,hrapop
CD1D,http://identifiers.org/hgnc/1637,hrapop
CD1D,https://purl.org/ccf/ASCTB-TEMP_cd1d,hrapop
CD1E,http://identifiers.org/hgnc/1638,hrapop
CD1E,https://purl.org/ccf/ASCTB-TEMP_cd1e,hrapop
CD200,http://identifiers.org/hgnc/7203,hrapop
CD200,https://purl.org/ccf/ASCTB-TEMP_cd200,hrapop
CD200R1,http://identifiers.org/hgnc/24235,hrapop
CD207,https://purl.org/ccf/ASCTB-TEMP_cd207,hrapop
CD209,https://purl.org/ccf/ASCTB-TEMP_cd209,hrapop
CD22,http://identifiers.org/hgnc/1643,hrapop
CD22,https://purl.org/ccf/ASCTB-TEMP_cd22,hrapop
CD226,http://identifiers.org/hgnc/16961,hrapop
CD226,https://purl.org/ccf/ASCTB-TEMP_cd226,hrapop
CD24,http://identifiers.org/hgnc/1645,hrapop
CD24,https://purl.org/ccf/ASCTB-TEMP_cd24,hrapop
CD244,http://identifiers.org/hgnc/18171,hrapop
CD244,https://purl.org/ccf/ASCTB-TEMP_cd244,hrapop
CD247,http://identifiers.org/hgnc/1677,hrapop
CD247,https://purl.org/ccf/ASCTB-TEMP_cd247,hrapop
CD248,http://identifiers.org/hgnc/18219,hrapop
CD248,https://purl.org/ccf/ASCTB-TEMP_cd248,hrapop
CD27,http://identifiers.org/hgnc/11922,hrapop
CD27,https://purl.org/ccf/ASCTB-TEMP_cd27,hrapop
CD274,http://identifiers.org/hgnc/17635,hrapop
CD276,http://identifiers.org/hgnc/19137,hrapop
CD2AP,http://identifiers.org/hgnc/14258,hrapop
CD2AP-DT,http://identifiers.org/hgnc/55263,hrapop
CD2BP2,http://identifiers.org/hgnc/1656,hrapop
CD2BP2,https://purl.org/ccf/ASCTB-TEMP_cd2bp2,hrapop
CD300A,http://identifiers.org/hgnc/19319,hrapop
CD300A,https://purl.org/ccf/ASCTB-TEMP_cd300a,hrapop
CD300C,http://identifiers.org/hgnc/19320,hrapop
CD300LB,http://identifiers.org/hgnc/30811,hrapop
CD300LB,https://purl.org/ccf/ASCTB-TEMP_cd300lb,hrapop
CD300LD-AS1,http://identifiers.org/hgnc/26480,hrapop
CD300LF,http://identifiers.org/hgnc/29883,hrapop
CD300LF,https://purl.org/ccf/ASCTB-TEMP_cd300lf,hrapop
CD302,http://identifiers.org/hgnc/30843,hrapop
CD302,https://purl.org/ccf/ASCTB-TEMP_cd302,hrapop
CD320,http://identifiers.org/hgnc/16692,hrapop
CD320,https://purl.org/ccf/ASCTB-TEMP_cd320,hrapop
CD33,http://identifiers.org/hgnc/1659,hrapop
CD33,https://purl.org/ccf/ASCTB-TEMP_cd33,hrapop
CD36,http://identifiers.org/hgnc/1663,hrapop
CD36,https://purl.org/ccf/ASCTB-TEMP_cd36,hrapop
CD37,http://identifiers.org/hgnc/1666,hrapop
CD37,https://purl.org/ccf/ASCTB-TEMP_cd37,hrapop
CD40,http://identifiers.org/hgnc/11919,hrapop
CD40,https://purl.org/ccf/ASCTB-TEMP_cd40,hrapop
CD44,http://identifiers.org/hgnc/1681,hrapop
CD44,https://purl.org/ccf/ASCTB-TEMP_cd44,hrapop
CD44-AS1,http://identifiers.org/hgnc/40133,hrapop
CD46,http://identifiers.org/hgnc/6953,hrapop
CD46,https://purl.org/ccf/ASCTB-TEMP_cd46,hrapop
CD47,http://identifiers.org/hgnc/1682,hrapop
CD47,https://purl.org/ccf/ASCTB-TEMP_cd47,hrapop
CD48,http://identifiers.org/hgnc/1683,hrapop
CD48,https://purl.org/ccf/ASCTB-TEMP_cd48,hrapop
CD52,http://identifiers.org/hgnc/1804,hrapop
CD52,https://purl.org/ccf/ASCTB-TEMP_cd52,hrapop
CD53,http://identifiers.org/hgnc/1686,hrapop
CD53,https://purl.org/ccf/ASCTB-TEMP_cd53,hrapop
CD55,http://identifiers.org/hgnc/2665,hrapop
CD55,https://purl.org/ccf/ASCTB-TEMP_cd55,hrapop
CD58,http://identifiers.org/hgnc/1688,hrapop
CD58,https://purl.org/ccf/ASCTB-TEMP_cd58,hrapop
CD59,http://identifiers.org/hgnc/1689,hrapop
CD59,https://purl.org/ccf/ASCTB-TEMP_cd59,hrapop
CD5L,http://identifiers.org/hgnc/1690,hrapop
CD5L,https://purl.org/ccf/ASCTB-TEMP_cd5l,hrapop
CD63,http://identifiers.org/hgnc/1692,hrapop
CD63,https://purl.org/ccf/ASCTB-TEMP_cd63,hrapop
CD63-AS1,http://identifiers.org/hgnc/55455,hrapop
CD69,http://identifiers.org/hgnc/1694,hrapop
CD69,https://purl.org/ccf/ASCTB-TEMP_cd69,hrapop
CD7,http://identifiers.org/hgnc/1695,hrapop
CD7,https://purl.org/ccf/ASCTB-TEMP_cd7,hrapop
CD70,http://identifiers.org/hgnc/11937,hrapop
CD70,https://purl.org/ccf/ASCTB-TEMP_cd70,hrapop
CD72,http://identifiers.org/hgnc/1696,hrapop
CD72,https://purl.org/ccf/ASCTB-TEMP_cd72,hrapop
CD74,http://identifiers.org/hgnc/1697,hrapop
CD74,https://purl.org/ccf/ASCTB-TEMP_cd74,hrapop
CD79A,http://identifiers.org/hgnc/1698,hrapop
CD79A,https://purl.org/ccf/ASCTB-TEMP_cd79a,hrapop
CD80,http://identifiers.org/hgnc/1700,hrapop
CD80,https://purl.org/ccf/ASCTB-TEMP_cd80,hrapop
CD81,http://identifiers.org/hgnc/1701,hrapop
CD81,https://purl.org/ccf/ASCTB-TEMP_cd81,hrapop
CD81-AS1,http://identifiers.org/hgnc/49384,hrapop
CD82,http://identifiers.org/hgnc/6210,hrapop
CD82,https://purl.org/ccf/ASCTB-TEMP_cd82,hrapop
CD83,http://identifiers.org/hgnc/1703,hrapop
CD83,https://purl.org/ccf/ASCTB-TEMP_cd83,hrapop
CD84,http://identifiers.org/hgnc/1704,hrapop
CD84,https://purl.org/ccf/ASCTB-TEMP_cd84,hrapop
CD86,http://identifiers.org/hgnc/1705,hrapop
CD86,https://purl.org/ccf/ASCTB-TEMP_cd86,hrapop
CD9,http://identifiers.org/hgnc/1709,hrapop
CD9,https://purl.org/ccf/ASCTB-TEMP_cd9,hrapop
CD93,http://identifiers.org/hgnc/15855,hrapop
CD93,https://purl.org/ccf/ASCTB-TEMP_cd93,hrapop
CD99,http://identifiers.org/hgnc/7082,hrapop
CD99L2,http://identifiers.org/hgnc/18237,hrapop
CD99L2,https://purl.org/ccf/ASCTB-TEMP_cd99l2,hrapop
CDA,http://identifiers.org/hgnc/1712,hrapop
CDA,https://purl.org/ccf/ASCTB-TEMP_cda,hrapop
CDADC1,http://identifiers.org/hgnc/20299,hrapop
CDC123,http://identifiers.org/hgnc/16827,hrapop
CDC123,https://purl.org/ccf/ASCTB-TEMP_cdc123,hrapop
CDC14A,http://identifiers.org/hgnc/1718,hrapop
CDC14A,https://purl.org/ccf/ASCTB-TEMP_cdc14a,hrapop
CDC14B,http://identifiers.org/hgnc/1719,hrapop
CDC16,http://identifiers.org/hgnc/1720,hrapop
CDC20,http://identifiers.org/hgnc/1723,hrapop
CDC20,https://purl.org/ccf/ASCTB-TEMP_cdc20,hrapop
CDC20B,http://identifiers.org/hgnc/24222,hrapop
CDC20B,https://purl.org/ccf/ASCTB-TEMP_cdc20b,hrapop
CDC25B,http://identifiers.org/hgnc/1726,hrapop
CDC25B,https://purl.org/ccf/ASCTB-TEMP_cdc25b,hrapop
CDC25C,https://purl.org/ccf/ASCTB-TEMP_cdc25c,hrapop
CDC26,http://identifiers.org/hgnc/17839,hrapop
CDC27,http://identifiers.org/hgnc/1728,hrapop
CDC27,https://purl.org/ccf/ASCTB-TEMP_cdc27,hrapop
CDC34,http://identifiers.org/hgnc/1734,hrapop
CDC34,https://purl.org/ccf/ASCTB-TEMP_cdc34,hrapop
CDC37,http://identifiers.org/hgnc/1735,hrapop
CDC37,https://purl.org/ccf/ASCTB-TEMP_cdc37,hrapop
CDC37L1,http://identifiers.org/hgnc/17179,hrapop
CDC37L1-DT,http://identifiers.org/hgnc/49735,hrapop
CDC40,http://identifiers.org/hgnc/17350,hrapop
CDC42,http://identifiers.org/hgnc/1736,hrapop
CDC42BPA,http://identifiers.org/hgnc/1737,hrapop
CDC42BPA,https://purl.org/ccf/ASCTB-TEMP_cdc42bpa,hrapop
CDC42BPB,http://identifiers.org/hgnc/1738,hrapop
CDC42BPB,https://purl.org/ccf/ASCTB-TEMP_cdc42bpb,hrapop
CDC42EP1,http://identifiers.org/hgnc/17014,hrapop
CDC42EP1,https://purl.org/ccf/ASCTB-TEMP_cdc42ep1,hrapop
CDC42EP2,http://identifiers.org/hgnc/16263,hrapop
CDC42EP3,http://identifiers.org/hgnc/16943,hrapop
CDC42EP3,https://purl.org/ccf/ASCTB-TEMP_cdc42ep3,hrapop
CDC42EP3-AS1,http://identifiers.org/hgnc/56370,hrapop
CDC42EP4,http://identifiers.org/hgnc/17147,hrapop
CDC42EP4,https://purl.org/ccf/ASCTB-TEMP_cdc42ep4,hrapop
CDC42EP5,http://identifiers.org/hgnc/17408,hrapop
CDC42EP5,https://purl.org/ccf/ASCTB-TEMP_cdc42ep5,hrapop
CDC42SE1,http://identifiers.org/hgnc/17719,hrapop
CDC42SE2,http://identifiers.org/hgnc/18547,hrapop
CDC42SE2,https://purl.org/ccf/ASCTB-TEMP_cdc42se2,hrapop
CDC45,http://identifiers.org/hgnc/1739,hrapop
CDC45,https://purl.org/ccf/ASCTB-TEMP_cdc45,hrapop
CDC5L,http://identifiers.org/hgnc/1743,hrapop
CDC5L,https://purl.org/ccf/ASCTB-TEMP_cdc5l,hrapop
CDC6,http://identifiers.org/hgnc/1744,hrapop
CDC73,http://identifiers.org/hgnc/16783,hrapop
CDCA2,https://purl.org/ccf/ASCTB-TEMP_cdca2,hrapop
CDCA3,http://identifiers.org/hgnc/14624,hrapop
CDCA3,https://purl.org/ccf/ASCTB-TEMP_cdca3,hrapop
CDCA4,http://identifiers.org/hgnc/14625,hrapop
CDCA5,http://identifiers.org/hgnc/14626,hrapop
CDCA5,https://purl.org/ccf/ASCTB-TEMP_cdca5,hrapop
CDCA7,http://identifiers.org/hgnc/14628,hrapop
CDCA7,https://purl.org/ccf/ASCTB-TEMP_cdca7,hrapop
CDCA7L,http://identifiers.org/hgnc/30777,hrapop
CDCA8,http://identifiers.org/hgnc/14629,hrapop
CDCA8,https://purl.org/ccf/ASCTB-TEMP_cdca8,hrapop
CDCP1,http://identifiers.org/hgnc/24357,hrapop
CDCP1,https://purl.org/ccf/ASCTB-TEMP_cdcp1,hrapop
CDH1,http://identifiers.org/hgnc/1748,hrapop
CDH1,https://purl.org/ccf/ASCTB-TEMP_cdh1,hrapop
CDH10,http://identifiers.org/hgnc/1749,hrapop
CDH11,http://identifiers.org/hgnc/1750,hrapop
CDH11,https://purl.org/ccf/ASCTB-TEMP_cdh11,hrapop
CDH12,http://identifiers.org/hgnc/1751,hrapop
CDH12,https://purl.org/ccf/ASCTB-TEMP_cdh12,hrapop
CDH12P4,http://identifiers.org/hgnc/37700,hrapop
CDH13,http://identifiers.org/hgnc/1753,hrapop
CDH13,https://purl.org/ccf/ASCTB-TEMP_cdh13,hrapop
CDH13-AS2,http://identifiers.org/hgnc/56243,hrapop
CDH15,http://identifiers.org/hgnc/1754,hrapop
CDH16,http://identifiers.org/hgnc/1755,hrapop
CDH17,http://identifiers.org/hgnc/1756,hrapop
CDH17,https://purl.org/ccf/ASCTB-TEMP_cdh17,hrapop
CDH18,http://identifiers.org/hgnc/1757,hrapop
CDH18,https://purl.org/ccf/ASCTB-TEMP_cdh18,hrapop
CDH2,http://identifiers.org/hgnc/1759,hrapop
CDH2,https://purl.org/ccf/ASCTB-TEMP_cdh2,hrapop
CDH20,http://identifiers.org/hgnc/1760,hrapop
CDH20,https://purl.org/ccf/ASCTB-TEMP_cdh20,hrapop
CDH23,http://identifiers.org/hgnc/13733,hrapop
CDH23,https://purl.org/ccf/ASCTB-TEMP_cdh23,hrapop
CDH23-AS1,http://identifiers.org/hgnc/31433,hrapop
CDH26,http://identifiers.org/hgnc/15902,hrapop
CDH3,http://identifiers.org/hgnc/1762,hrapop
CDH3,https://purl.org/ccf/ASCTB-TEMP_cdh3,hrapop
CDH4,http://identifiers.org/hgnc/1763,hrapop
CDH6,http://identifiers.org/hgnc/1765,hrapop
CDH6,https://purl.org/ccf/ASCTB-TEMP_cdh6,hrapop
CDH7,https://purl.org/ccf/ASCTB-TEMP_cdh7,hrapop
CDH8,http://identifiers.org/hgnc/1767,hrapop
CDH9,http://identifiers.org/hgnc/1768,hrapop
CDHR1,http://identifiers.org/hgnc/14550,hrapop
CDHR1,https://purl.org/ccf/ASCTB-TEMP_cdhr1,hrapop
CDHR2,http://identifiers.org/hgnc/18231,hrapop
CDHR2,https://purl.org/ccf/ASCTB-TEMP_cdhr2,hrapop
CDHR3,http://identifiers.org/hgnc/26308,hrapop
CDHR3,https://purl.org/ccf/ASCTB-TEMP_cdhr3,hrapop
