"sex","tool","modality","organ","organId","as","as_id","cell_id","cell_label","cell_count","percentage","annotation_label","annotation_label_id","cell_label2"
"Male","Azimuth","sc_transcriptomics","Kidney","UBERON:0004538","Hilum of Kidney","UBERON:0008716","CL:1000717","Outer Medullary Collecting Duct Intercalated Type A",56.846,0.00515463917525773,"Outer Medullary Collecting Duct Intercalated Type A","AZ:0000056","kidney outer medulla collecting duct intercalated cell"
"Male","Azimuth","sc_transcriptomics","Kidney","UBERON:0004539","Hilum of Kidney","UBERON:0008716","CL:1000768","Connecting Tubule",55.524,0.00503476384560058,"Connecting Tubule","AZ:0000027","kidney connecting tubule epithelial cell"
"Male","Azimuth","sc_transcriptomics","Kidney","UBERON:0004538","Hilum of Kidney","UBERON:0008716","CL:1000768","Connecting Tubule",55.524,0.00503476384560058,"Connecting Tubule","AZ:0000027","kidney connecting tubule epithelial cell"
"Female","Azimuth","sc_transcriptomics","Kidney","UBERON:0004539","Renal Column","UBERON:0001284","CL:0000653","Podocyte",146.908,0.00360073728495467,"Podocyte","AZ:0000063","podocyte"
"Female","Azimuth","sc_transcriptomics","Kidney","UBERON:0004538","Renal Column","UBERON:0001284","CL:0000653","Podocyte",146.908,0.00360073728495467,"Podocyte","AZ:0000063","podocyte"
"Female","Azimuth","sc_transcriptomics","Kidney","UBERON:0004539","Kidney Capsule","UBERON:0002015","CL:0000084","T",137.853,0.00277812127072794,"T","AZ:0000069","T cell"
"Female","Azimuth","sc_transcriptomics","Kidney","UBERON:0004539","Kidney Capsule","UBERON:0002015","CL:0000084","T",137.853,0.00277812127072794,"T Cells Proliferating","AZ:0000126","T cell:proliferating"
"Female","Azimuth","sc_transcriptomics","Kidney","UBERON:0004539","Kidney Capsule","UBERON:0002015","CL:0000084","T",137.853,0.00277812127072794,"T Cells Proliferating","AZ:0000371","T cell:proliferating"
"Female","Azimuth","sc_transcriptomics","Kidney","UBERON:0004539","Kidney Capsule","UBERON:0002015","CL:0000084","T",137.853,0.00277812127072794,"T Proliferating","AZ:0000477","T cell:proliferating"
"Female","Azimuth","sc_transcriptomics","Kidney","UBERON:0004539","Kidney Capsule","UBERON:0002015","CL:0000084","T",137.853,0.00277812127072794,"Cycling T","AZ:0000559","T cell:cycling"
"Female","Azimuth","sc_transcriptomics","Kidney","UBERON:0004539","Kidney Capsule","UBERON:0002015","CL:0000084","T",137.853,0.00277812127072794,"Cycling T","AZ:0000673","T cell:cycling"
"Female","Azimuth","sc_transcriptomics","Kidney","UBERON:0004538","Kidney Capsule","UBERON:0002015","CL:0000084","T",137.853,0.00277812127072794,"T","AZ:0000069","T cell"
"Female","Azimuth","sc_transcriptomics","Kidney","UBERON:0004538","Kidney Capsule","UBERON:0002015","CL:0000084","T",137.853,0.00277812127072794,"T Cells Proliferating","AZ:0000126","T cell:proliferating"
"Female","Azimuth","sc_transcriptomics","Kidney","UBERON:0004538","Kidney Capsule","UBERON:0002015","CL:0000084","T",137.853,0.00277812127072794,"T Cells Proliferating","AZ:0000371","T cell:proliferating"
"Female","Azimuth","sc_transcriptomics","Kidney","UBERON:0004538","Kidney Capsule","UBERON:0002015","CL:0000084","T",137.853,0.00277812127072794,"T Proliferating","AZ:0000477","T cell:proliferating"
"Female","Azimuth","sc_transcriptomics","Kidney","UBERON:0004538","Kidney Capsule","UBERON:0002015","CL:0000084","T",137.853,0.00277812127072794,"Cycling T","AZ:0000559","T cell:cycling"
"Female","Azimuth","sc_transcriptomics","Kidney","UBERON:0004538","Kidney Capsule","UBERON:0002015","CL:0000084","T",137.853,0.00277812127072794,"Cycling T","AZ:0000673","T cell:cycling"
"Female","Azimuth","sc_transcriptomics","Kidney","UBERON:0004539","Kidney Capsule","UBERON:0002015","CL:0002138","Lymphatic Endothelial",29.486,0.00059422489019959,"Lymphatic Endothelial","AZ:0000045","endothelial cell of lymphatic vessel"
"Female","Azimuth","sc_transcriptomics","Kidney","UBERON:0004539","Kidney Capsule","UBERON:0002015","CL:0002138","Lymphatic Endothelial",29.486,0.00059422489019959,"Lymphatic Ec Mature","AZ:0000329","endothelial cell of lymphatic vessel:mature"
"Female","Azimuth","sc_transcriptomics","Kidney","UBERON:0004539","Kidney Capsule","UBERON:0002015","CL:0002138","Lymphatic Endothelial",29.486,0.00059422489019959,"Lymphatic Ec Differentiating","AZ:0000331","endothelial cell of lymphatic vessel:differentiating"
"Female","Azimuth","sc_transcriptomics","Kidney","UBERON:0004539","Kidney Capsule","UBERON:0002015","CL:0002138","Lymphatic Endothelial",29.486,0.00059422489019959,"Lymphatic Ec Proliferating","AZ:0000336","endothelial cell of lymphatic vessel:proliferating"
"Female","Azimuth","sc_transcriptomics","Kidney","UBERON:0004539","Kidney Capsule","UBERON:0002015","CL:0002138","Lymphatic Endothelial",29.486,0.00059422489019959,"Hlec1","AZ:0000518","endothelial cell of lymphatic vessel:1"
"Female","Azimuth","sc_transcriptomics","Kidney","UBERON:0004539","Kidney Capsule","UBERON:0002015","CL:0002138","Lymphatic Endothelial",29.486,0.00059422489019959,"Hlec2","AZ:0000519","endothelial cell of lymphatic vessel:2"
"Female","Azimuth","sc_transcriptomics","Kidney","UBERON:0004538","Kidney Capsule","UBERON:0002015","CL:0002138","Lymphatic Endothelial",29.486,0.00059422489019959,"Lymphatic Endothelial","AZ:0000045","endothelial cell of lymphatic vessel"
"Female","Azimuth","sc_transcriptomics","Kidney","UBERON:0004538","Kidney Capsule","UBERON:0002015","CL:0002138","Lymphatic Endothelial",29.486,0.00059422489019959,"Lymphatic Ec Mature","AZ:0000329","endothelial cell of lymphatic vessel:mature"
"Female","Azimuth","sc_transcriptomics","Kidney","UBERON:0004538","Kidney Capsule","UBERON:0002015","CL:0002138","Lymphatic Endothelial",29.486,0.00059422489019959,"Lymphatic Ec Differentiating","AZ:0000331","endothelial cell of lymphatic vessel:differentiating"
"Female","Azimuth","sc_transcriptomics","Kidney","UBERON:0004538","Kidney Capsule","UBERON:0002015","CL:0002138","Lymphatic Endothelial",29.486,0.00059422489019959,"Lymphatic Ec Proliferating","AZ:0000336","endothelial cell of lymphatic vessel:proliferating"
"Female","Azimuth","sc_transcriptomics","Kidney","UBERON:0004538","Kidney Capsule","UBERON:0002015","CL:0002138","Lymphatic Endothelial",29.486,0.00059422489019959,"Hlec1","AZ:0000518","endothelial cell of lymphatic vessel:1"
"Female","Azimuth","sc_transcriptomics","Kidney","UBERON:0004538","Kidney Capsule","UBERON:0002015","CL:0002138","Lymphatic Endothelial",29.486,0.00059422489019959,"Hlec2","AZ:0000519","endothelial cell of lymphatic vessel:2"
"Male","Azimuth","sc_transcriptomics","Kidney","UBERON:0004539","Outer Cortex of Kidney","UBERON:0002189","CL:0000653","Podocyte",24100.924,0.00831188551614162,"Podocyte","AZ:0000063","podocyte"
"Female","Azimuth","sc_transcriptomics","Kidney","UBERON:0004538","Hilum of Kidney","UBERON:0008716","CL:0000653","Podocyte",176.774,0.00338314632608326,"Podocyte","AZ:0000063","podocyte"
"Male","Azimuth","sc_transcriptomics","Kidney","UBERON:0004538","Outer Cortex of Kidney","UBERON:0002189","CL:0000653","Podocyte",24100.924,0.00831188551614162,"Podocyte","AZ:0000063","podocyte"
"Female","Azimuth","sc_transcriptomics","Kidney","UBERON:0004539","Hilum of Kidney","UBERON:0008716","CL:0000653","Podocyte",176.774,0.00338314632608326,"Podocyte","AZ:0000063","podocyte"
"Female","Azimuth","sc_transcriptomics","Kidney","UBERON:0004539","Hilum of Kidney","UBERON:0008716","CL:0000814","Natural Killer T",2.615,0.0000500465432852553,"Natural Killer T","AZ:0000053","mature NK T cell"
"Female","Azimuth","sc_transcriptomics","Kidney","UBERON:0004539","Hilum of Kidney","UBERON:0008716","CL:0000814","Natural Killer T",2.615,0.0000500465432852553,"Proliferating T/Nk","AZ:0000148","mature NK T cell:proliferating"
"Female","Azimuth","sc_transcriptomics","Kidney","UBERON:0004539","Hilum of Kidney","UBERON:0008716","CL:0000786","Plasma",5.23,0.000100093086570511,"Plasma","AZ:0000061","plasma cell"
"Female","Azimuth","sc_transcriptomics","Kidney","UBERON:0004539","Hilum of Kidney","UBERON:0008716","CL:0000786","Plasma",5.23,0.000100093086570511,"Early Pc Precursor","AZ:0000578","plasma cell: early precursor"
"Female","Azimuth","sc_transcriptomics","Kidney","UBERON:0004539","Hilum of Kidney","UBERON:0008716","CL:0000786","Plasma",5.23,0.000100093086570511,"Pc Committed Light Zone Gcbc","AZ:0000630","plasma cell:committed light zone germinal center B cell"
"Female","Azimuth","sc_transcriptomics","Kidney","UBERON:0004539","Hilum of Kidney","UBERON:0008716","CL:0000786","Plasma",5.23,0.000100093086570511,"Pc/Doublet","AZ:0000693","plasma cell:doublet"
"Female","Azimuth","sc_transcriptomics","Kidney","UBERON:0004539","Hilum of Kidney","UBERON:0008716","CL:1000717","Outer Medullary Collecting Duct Intercalated Type A",2.615,0.0000500465432852553,"Outer Medullary Collecting Duct Intercalated Type A","AZ:0000056","kidney outer medulla collecting duct intercalated cell"
"Female","Azimuth","sc_transcriptomics","Kidney","UBERON:0004538","Hilum of Kidney","UBERON:0008716","CL:1000452","Parietal Epithelial",961.274,0.0183971093116598,"Parietal Epithelial","AZ:0000059","parietal epithelial cell"
"Female","Azimuth","sc_transcriptomics","Kidney","UBERON:0004538","Hilum of Kidney","UBERON:0008716","CL:0000814","Natural Killer T",2.615,0.0000500465432852553,"Natural Killer T","AZ:0000053","mature NK T cell"
"Female","Azimuth","sc_transcriptomics","Kidney","UBERON:0004538","Hilum of Kidney","UBERON:0008716","CL:0000814","Natural Killer T",2.615,0.0000500465432852553,"Proliferating T/Nk","AZ:0000148","mature NK T cell:proliferating"
"Female","Azimuth","sc_transcriptomics","Kidney","UBERON:0004538","Hilum of Kidney","UBERON:0008716","CL:0000786","Plasma",5.23,0.000100093086570511,"Plasma","AZ:0000061","plasma cell"
"Female","Azimuth","sc_transcriptomics","Kidney","UBERON:0004538","Hilum of Kidney","UBERON:0008716","CL:0000786","Plasma",5.23,0.000100093086570511,"Early Pc Precursor","AZ:0000578","plasma cell: early precursor"
"Female","Azimuth","sc_transcriptomics","Kidney","UBERON:0004538","Hilum of Kidney","UBERON:0008716","CL:0000786","Plasma",5.23,0.000100093086570511,"Pc Committed Light Zone Gcbc","AZ:0000630","plasma cell:committed light zone germinal center B cell"
"Female","Azimuth","sc_transcriptomics","Kidney","UBERON:0004538","Hilum of Kidney","UBERON:0008716","CL:0000786","Plasma",5.23,0.000100093086570511,"Pc/Doublet","AZ:0000693","plasma cell:doublet"
"Female","Azimuth","sc_transcriptomics","Kidney","UBERON:0004538","Hilum of Kidney","UBERON:0008716","CL:1000717","Outer Medullary Collecting Duct Intercalated Type A",2.615,0.0000500465432852553,"Outer Medullary Collecting Duct Intercalated Type A","AZ:0000056","kidney outer medulla collecting duct intercalated cell"
"Female","Azimuth","sc_transcriptomics","Kidney","UBERON:0004539","Hilum of Kidney","UBERON:0008716","CL:1000452","Parietal Epithelial",961.274,0.0183971093116598,"Parietal Epithelial","AZ:0000059","parietal epithelial cell"
"Male","Azimuth","sc_transcriptomics","Kidney","UBERON:0004538","Kidney Capsule","UBERON:0002015","CL:1000716","Outer Medullary Collecting Duct Principal",3.612,0.0025279884434814,"Outer Medullary Collecting Duct Principal","AZ:0000057","kidney outer medulla collecting duct principal cell"
"Female","Azimuth","sc_transcriptomics","Kidney","UBERON:0004539","Kidney Capsule","UBERON:0002015","CL:1000850","Macula Densa",1052.011,0.0212009469227349,"Macula Densa","AZ:0000047","macula densa epithelial cell"
"Female","Azimuth","sc_transcriptomics","Kidney","UBERON:0004538","Kidney Capsule","UBERON:0002015","CL:1000850","Macula Densa",1052.011,0.0212009469227349,"Macula Densa","AZ:0000047","macula densa epithelial cell"
"Male","Azimuth","sc_transcriptomics","Kidney","UBERON:0004539","Kidney Capsule","UBERON:0002015","CL:1000716","Outer Medullary Collecting Duct Principal",3.612,0.0025279884434814,"Outer Medullary Collecting Duct Principal","AZ:0000057","kidney outer medulla collecting duct principal cell"
"Male","Azimuth","sc_transcriptomics","Kidney","UBERON:0004539","Kidney Capsule","UBERON:0002015","CL:1000768","Connecting Tubule",112.746,0.0789093535572409,"Connecting Tubule","AZ:0000027","kidney connecting tubule epithelial cell"
"Male","Azimuth","sc_transcriptomics","Kidney","UBERON:0004538","Kidney Capsule","UBERON:0002015","CL:1000768","Connecting Tubule",112.746,0.0789093535572409,"Connecting Tubule","AZ:0000027","kidney connecting tubule epithelial cell"
"Male","Azimuth","sc_transcriptomics","Kidney","UBERON:0004538","Hilum of Kidney","UBERON:0008716","CL:1000715","Cortical Collecting Duct Intercalated Type A",115.014,0.0104291536801726,"Cortical Collecting Duct Intercalated Type A","AZ:0000030","kidney cortex collecting duct intercalated cell"
"Male","Azimuth","sc_transcriptomics","Kidney","UBERON:0004539","Hilum of Kidney","UBERON:0008716","CL:1000715","Cortical Collecting Duct Intercalated Type A",115.014,0.0104291536801726,"Cortical Collecting Duct Intercalated Type A","AZ:0000030","kidney cortex collecting duct intercalated cell"
"Male","Azimuth","sc_transcriptomics","Kidney","UBERON:0004539","Hilum of Kidney","UBERON:0008716","CL:4030018","Connecting Tubule Principal",399.244,0.0362023495564613,"Connecting Tubule Principal","AZ:0000029","kidney connecting tubule principal cell"
"Female","Azimuth","sc_transcriptomics","Kidney","UBERON:0004539","Kidney Capsule","UBERON:0002015","CL:0000648","Renin-positive Juxtaglomerular Granular",7.564,0.00015243563282472,"Renin-Positive Juxtaglomerular Granular","AZ:0000067","kidney granular cell"
"Male","Azimuth","sc_transcriptomics","Kidney","UBERON:0004538","Hilum of Kidney","UBERON:0008716","CL:4030018","Connecting Tubule Principal",399.244,0.0362023495564613,"Connecting Tubule Principal","AZ:0000029","kidney connecting tubule principal cell"
"Female","Azimuth","sc_transcriptomics","Kidney","UBERON:0004538","Kidney Capsule","UBERON:0002015","CL:0000648","Renin-positive Juxtaglomerular Granular",7.564,0.00015243563282472,"Renin-Positive Juxtaglomerular Granular","AZ:0000067","kidney granular cell"
"Female","Azimuth","sc_transcriptomics","Kidney","UBERON:0004538","Kidney Capsule","UBERON:0002015","CL:1000714","Cortical Collecting Duct Principal",1376.043,0.0277310927418068,"Cortical Collecting Duct Principal","AZ:0000031","kidney cortex collecting duct principal cell"
"Female","Azimuth","sc_transcriptomics","Kidney","UBERON:0004539","Kidney Capsule","UBERON:0002015","CL:1000714","Cortical Collecting Duct Principal",1376.043,0.0277310927418068,"Cortical Collecting Duct Principal","AZ:0000031","kidney cortex collecting duct principal cell"
"Female","Azimuth","sc_transcriptomics","Kidney","UBERON:0004539","Kidney Capsule","UBERON:0002015","CL:0002201","Intercalated Type B",109.608,0.00220890598131305,"Intercalated Type B","AZ:0000044","renal beta-intercalated cell"
"Female","Azimuth","sc_transcriptomics","Kidney","UBERON:0004538","Kidney Capsule","UBERON:0002015","CL:0002201","Intercalated Type B",109.608,0.00220890598131305,"Intercalated Type B","AZ:0000044","renal beta-intercalated cell"
"Female","Azimuth","sc_transcriptomics","Kidney","UBERON:0004538","Kidney Capsule","UBERON:0002015","CL:4030009","Proximal Tubule Epithelial Segment 1",2560.659,0.0516043991424266,"Proximal Tubule Epithelial Segment 1","AZ:0000064","epithelial cell of proximal tubule segment 1"
"Female","Azimuth","sc_transcriptomics","Kidney","UBERON:0004538","Hilum of Kidney","UBERON:0008716","CL:4030016","Distal Convoluted Tubule Type 1",2496.802,0.0477844395287617,"Distal Convoluted Tubule Type 1","AZ:0000039","epithelial cell of early distal convoluted tubule"
"Female","Azimuth","sc_transcriptomics","Kidney","UBERON:0004539","Kidney Capsule","UBERON:0002015","CL:4030009","Proximal Tubule Epithelial Segment 1",2560.659,0.0516043991424266,"Proximal Tubule Epithelial Segment 1","AZ:0000064","epithelial cell of proximal tubule segment 1"
"Female","Azimuth","sc_transcriptomics","Kidney","UBERON:0004539","Hilum of Kidney","UBERON:0008716","CL:4030016","Distal Convoluted Tubule Type 1",2496.802,0.0477844395287617,"Distal Convoluted Tubule Type 1","AZ:0000039","epithelial cell of early distal convoluted tubule"
"Male","Azimuth","sc_transcriptomics","Kidney","UBERON:0004538","Kidney Capsule","UBERON:0002015","CL:1001107","Ascending Thin Limb",163.486,0.114421572168051,"Ascending Thin Limb","AZ:0000023","kidney loop of Henle thin ascending limb epithelial cell"
"Female","Azimuth","sc_transcriptomics","Kidney","UBERON:0004538","Hilum of Kidney","UBERON:0008716","CL:1000412","Afferent / Efferent Arteriole Endothelial",97.278,0.0018617314102115,"Afferent / Efferent Arteriole Endothelial","AZ:0000022","endothelial cell of arteriole:afferent/efferent"
"Female","Azimuth","sc_transcriptomics","Kidney","UBERON:0004538","Hilum of Kidney","UBERON:0008716","CL:1000412","Afferent / Efferent Arteriole Endothelial",97.278,0.0018617314102115,"Afferent / Efferent Arteriole Endothelial","AZ:0000253","endothelial cell of arteriole:afferent/efferent"
"Male","Azimuth","sc_transcriptomics","Kidney","UBERON:0004539","Kidney Capsule","UBERON:0002015","CL:1001107","Ascending Thin Limb",163.486,0.114421572168051,"Ascending Thin Limb","AZ:0000023","kidney loop of Henle thin ascending limb epithelial cell"
"Female","Azimuth","sc_transcriptomics","Kidney","UBERON:0004539","Hilum of Kidney","UBERON:0008716","CL:1000412","Afferent / Efferent Arteriole Endothelial",97.278,0.0018617314102115,"Afferent / Efferent Arteriole Endothelial","AZ:0000022","endothelial cell of arteriole:afferent/efferent"
"Female","Azimuth","sc_transcriptomics","Kidney","UBERON:0004539","Hilum of Kidney","UBERON:0008716","CL:1000412","Afferent / Efferent Arteriole Endothelial",97.278,0.0018617314102115,"Afferent / Efferent Arteriole Endothelial","AZ:0000253","endothelial cell of arteriole:afferent/efferent"
"Male","Azimuth","sc_transcriptomics","Kidney","UBERON:0004538","Kidney Capsule","UBERON:0002015","CL:0011031","Monocyte-derived",7.74,0.00541711809317443,"Monocyte-Derived","AZ:0000052","monocyte-derived dendritic cell"
"Male","Azimuth","sc_transcriptomics","Kidney","UBERON:0004539","Kidney Capsule","UBERON:0002015","CL:0011031","Monocyte-derived",7.74,0.00541711809317443,"Monocyte-Derived","AZ:0000052","monocyte-derived dendritic cell"
"Male","Azimuth","sc_transcriptomics","Kidney","UBERON:0004539","Kidney Capsule","UBERON:0002015","CL:1001108","Medullary Thick Ascending Limb",2.666,0.00186589623209341,"Medullary Thick Ascending Limb","AZ:0000050","kidney loop of Henle medullary thick ascending limb epithelial cell"
"Male","Azimuth","sc_transcriptomics","Kidney","UBERON:0004539","Kidney Capsule","UBERON:0002015","CL:4030013","Descending Thin Limb Type 2",10.664,0.00746358492837366,"Descending Thin Limb Type 2","AZ:0000036","kidney loop of Henle long descending thin limb outer medulla epithelial cell"
"Male","Azimuth","sc_transcriptomics","Kidney","UBERON:0004538","Kidney Capsule","UBERON:0002015","CL:4030013","Descending Thin Limb Type 2",10.664,0.00746358492837366,"Descending Thin Limb Type 2","AZ:0000036","kidney loop of Henle long descending thin limb outer medulla epithelial cell"
"Male","Azimuth","sc_transcriptomics","Kidney","UBERON:0004538","Kidney Capsule","UBERON:0002015","CL:1001108","Medullary Thick Ascending Limb",2.666,0.00186589623209341,"Medullary Thick Ascending Limb","AZ:0000050","kidney loop of Henle medullary thick ascending limb epithelial cell"
"Male","Azimuth","sc_transcriptomics","Kidney","UBERON:0004539","Hilum of Kidney","UBERON:0008716","CL:1001131","Ascending Vasa Recta Endothelial",313.314,0.0284104531287461,"Ascending Vasa Recta Endothelial","AZ:0000024","vasa recta ascending limb cell"
"Male","Azimuth","sc_transcriptomics","Kidney","UBERON:0004539","Kidney Capsule","UBERON:0002015","CL:1000597","Papillary Tip Epithelial",9.804,0.00686168291802094,"Papillary Tip Epithelial","AZ:0000058","papillary tips cell"
"Female","Azimuth","sc_transcriptomics","Kidney","UBERON:0004538","Hilum of Kidney","UBERON:0008716","CL:4030009","Proximal Tubule Epithelial Segment 1",11462.068,0.219364008527931,"Proximal Tubule Epithelial Segment 1","AZ:0000064","epithelial cell of proximal tubule segment 1"
"Male","Azimuth","sc_transcriptomics","Kidney","UBERON:0004538","Hilum of Kidney","UBERON:0008716","CL:1001131","Ascending Vasa Recta Endothelial",313.314,0.0284104531287461,"Ascending Vasa Recta Endothelial","AZ:0000024","vasa recta ascending limb cell"
"Male","Azimuth","sc_transcriptomics","Kidney","UBERON:0004538","Kidney Capsule","UBERON:0002015","CL:1000597","Papillary Tip Epithelial",9.804,0.00686168291802094,"Papillary Tip Epithelial","AZ:0000058","papillary tips cell"
"Female","Azimuth","sc_transcriptomics","Kidney","UBERON:0004539","Hilum of Kidney","UBERON:0008716","CL:4030009","Proximal Tubule Epithelial Segment 1",11462.068,0.219364008527931,"Proximal Tubule Epithelial Segment 1","AZ:0000064","epithelial cell of proximal tubule segment 1"
"Male","Azimuth","sc_transcriptomics","Kidney","UBERON:0004539","Hilum of Kidney","UBERON:0008716","CL:1000692","Fibroblast",66.1,0.00599376648285783,"Fibroblast","AZ:0000041","kidney interstitial fibroblast"
"Male","Azimuth","sc_transcriptomics","Kidney","UBERON:0004538","Hilum of Kidney","UBERON:0008716","CL:1000692","Fibroblast",66.1,0.00599376648285783,"Fibroblast","AZ:0000041","kidney interstitial fibroblast"
"Male","Azimuth","sc_transcriptomics","Kidney","UBERON:0004538","Kidney Capsule","UBERON:0002015","CL:4030022","Medullary Fibroblast",336.518,0.235524256651017,"Medullary Fibroblast","AZ:0000049","renal medullary fibroblast"
"Female","Azimuth","sc_transcriptomics","Kidney","UBERON:0004538","Kidney Capsule","UBERON:0002015","CL:0011031","Monocyte-derived",6.132,0.000123576850936169,"Monocyte-Derived","AZ:0000052","monocyte-derived dendritic cell"
"Female","Azimuth","sc_transcriptomics","Kidney","UBERON:0004539","Kidney Capsule","UBERON:0002015","CL:0011031","Monocyte-derived",6.132,0.000123576850936169,"Monocyte-Derived","AZ:0000052","monocyte-derived dendritic cell"
"Male","Azimuth","sc_transcriptomics","Kidney","UBERON:0004539","Kidney Capsule","UBERON:0002015","CL:4030022","Medullary Fibroblast",336.518,0.235524256651017,"Medullary Fibroblast","AZ:0000049","renal medullary fibroblast"
"Female","Azimuth","sc_transcriptomics","Kidney","UBERON:0004539","Hilum of Kidney","UBERON:0008716","CL:0011031","Monocyte-derived",17.782,0.000340316494339736,"Monocyte-Derived","AZ:0000052","monocyte-derived dendritic cell"
"Female","Azimuth","sc_transcriptomics","Kidney","UBERON:0004539","Kidney Capsule","UBERON:0002015","CL:0002573","Schwann / Neural",53.866,0.0010855496824083,"Schwann / Neural","AZ:0000068","Schwann cell"
"Female","Azimuth","sc_transcriptomics","Kidney","UBERON:0004538","Hilum of Kidney","UBERON:0008716","CL:0011031","Monocyte-derived",17.782,0.000340316494339736,"Monocyte-Derived","AZ:0000052","monocyte-derived dendritic cell"
"Female","Azimuth","sc_transcriptomics","Kidney","UBERON:0004538","Kidney Capsule","UBERON:0002015","CL:0002573","Schwann / Neural",53.866,0.0010855496824083,"Schwann / Neural","AZ:0000068","Schwann cell"
"Female","Azimuth","sc_transcriptomics","Kidney","UBERON:0004538","Kidney Capsule","UBERON:0002015","CL:1000768","Connecting Tubule",3389.71,0.0683120820917877,"Connecting Tubule","AZ:0000027","kidney connecting tubule epithelial cell"
"Female","Azimuth","sc_transcriptomics","Kidney","UBERON:0004539","Kidney Capsule","UBERON:0002015","CL:1000768","Connecting Tubule",3389.71,0.0683120820917877,"Connecting Tubule","AZ:0000027","kidney connecting tubule epithelial cell"
"Female","Azimuth","sc_transcriptomics","Kidney","UBERON:0004539","Kidney Capsule","UBERON:0002015","CL:4030016","Distal Convoluted Tubule Type 1",6735.06,0.135730186834011,"Distal Convoluted Tubule Type 1","AZ:0000039","epithelial cell of early distal convoluted tubule"
"Female","Azimuth","sc_transcriptomics","Kidney","UBERON:0004538","Kidney Capsule","UBERON:0002015","CL:4030016","Distal Convoluted Tubule Type 1",6735.06,0.135730186834011,"Distal Convoluted Tubule Type 1","AZ:0000039","epithelial cell of early distal convoluted tubule"
"Male","Azimuth","sc_transcriptomics","Kidney","UBERON:0004539","Hilum of Kidney","UBERON:0008716","CL:1001318","Vascular Smooth Muscle / Pericyte",177.148,0.016063294174059,"Cortical Vascular Smooth Muscle / Pericyte","AZ:0000033","renal interstitial pericyte"
"Male","Azimuth","sc_transcriptomics","Kidney","UBERON:0004539","Hilum of Kidney","UBERON:0008716","CL:1001318","Vascular Smooth Muscle / Pericyte",177.148,0.016063294174059,"Vascular Smooth Muscle / Pericyte","AZ:0000070","renal interstitial pericyte"
"Male","Azimuth","sc_transcriptomics","Kidney","UBERON:0004538","Hilum of Kidney","UBERON:0008716","CL:1001318","Vascular Smooth Muscle / Pericyte",177.148,0.016063294174059,"Cortical Vascular Smooth Muscle / Pericyte","AZ:0000033","renal interstitial pericyte"
"Male","Azimuth","sc_transcriptomics","Kidney","UBERON:0004538","Hilum of Kidney","UBERON:0008716","CL:1001318","Vascular Smooth Muscle / Pericyte",177.148,0.016063294174059,"Vascular Smooth Muscle / Pericyte","AZ:0000070","renal interstitial pericyte"
"Female","Azimuth","sc_transcriptomics","Kidney","UBERON:0004538","Hilum of Kidney","UBERON:0008716","CL:0002201","Intercalated Type B",471.223,0.009018387100003,"Intercalated Type B","AZ:0000044","renal beta-intercalated cell"
"Female","Azimuth","sc_transcriptomics","Kidney","UBERON:0004539","Hilum of Kidney","UBERON:0008716","CL:0002201","Intercalated Type B",471.223,0.009018387100003,"Intercalated Type B","AZ:0000044","renal beta-intercalated cell"
"Male","Azimuth","sc_transcriptomics","Kidney","UBERON:0004538","Kidney Capsule","UBERON:0002015","CL:4030018","Connecting Tubule Principal",3.01,0.0021066570362345,"Connecting Tubule Principal","AZ:0000029","kidney connecting tubule principal cell"
"Male","Azimuth","sc_transcriptomics","Kidney","UBERON:0004538","Hilum of Kidney","UBERON:0008716","CL:1000452","Parietal Epithelial",5.288,0.000479501318628626,"Parietal Epithelial","AZ:0000059","parietal epithelial cell"
"Male","Azimuth","sc_transcriptomics","Kidney","UBERON:0004538","Hilum of Kidney","UBERON:0008716","CL:0002201","Intercalated Type B",2.644,0.000239750659314313,"Intercalated Type B","AZ:0000044","renal beta-intercalated cell"
"Male","Azimuth","sc_transcriptomics","Kidney","UBERON:0004538","Hilum of Kidney","UBERON:0008716","CL:1001107","Ascending Thin Limb",2.644,0.000239750659314313,"Ascending Thin Limb","AZ:0000023","kidney loop of Henle thin ascending limb epithelial cell"
"Male","Azimuth","sc_transcriptomics","Kidney","UBERON:0004538","Hilum of Kidney","UBERON:0008716","CL:0000814","Natural Killer T",2.644,0.000239750659314313,"Natural Killer T","AZ:0000053","mature NK T cell"
"Male","Azimuth","sc_transcriptomics","Kidney","UBERON:0004538","Hilum of Kidney","UBERON:0008716","CL:0000814","Natural Killer T",2.644,0.000239750659314313,"Proliferating T/Nk","AZ:0000148","mature NK T cell:proliferating"
"Male","Azimuth","sc_transcriptomics","Kidney","UBERON:0004539","Hilum of Kidney","UBERON:0008716","CL:1000452","Parietal Epithelial",5.288,0.000479501318628626,"Parietal Epithelial","AZ:0000059","parietal epithelial cell"
"Male","Azimuth","sc_transcriptomics","Kidney","UBERON:0004539","Hilum of Kidney","UBERON:0008716","CL:0002201","Intercalated Type B",2.644,0.000239750659314313,"Intercalated Type B","AZ:0000044","renal beta-intercalated cell"
"Male","Azimuth","sc_transcriptomics","Kidney","UBERON:0004539","Hilum of Kidney","UBERON:0008716","CL:1001107","Ascending Thin Limb",2.644,0.000239750659314313,"Ascending Thin Limb","AZ:0000023","kidney loop of Henle thin ascending limb epithelial cell"
